season,team,conference,offense,defense
2026,Air Force,Mountain West,"{'plays': 147, 'drives': 19, 'ppa': 0.3168724868895267, 'totalPPA': 46.58025557276042, 'successRate': 0.5238095238095238, 'explosiveness': 0.9836879949098817, 'powerSuccess': 1, 'stuffRate': 0.05785123966942149, 'lineYards': 4.0239669421487605, 'lineYardsTotal': 487, 'secondLevelYards': 1.2727272727272727, 'secondLevelYardsTotal': 154, 'openFieldYards': 0.4380165289256198, 'openFieldYardsTotal': 53, 'totalOpportunies': 12, 'pointsPerOpportunity': 5.166666666666667, 'fieldPosition': {'averageStart': 74.1, 'averagePredictedPoints': 1.003}, 'havoc': {'total': 0.054, 'frontSeven': 0.014, 'db': 0.041}, 'standardDowns': {'rate': 0.7687074829931972, 'ppa': 0.3329485484158964, 'successRate': 0.5929203539823009, 'explosiveness': 0.8583324986878108}, 'passingDowns': {'rate': 0.23129251700680273, 'ppa': 0.263443223581298, 'successRate': 0.29411764705882354, 'explosiveness': 1.823569819597757}, 'rushingPlays': {'rate': 0.8231292517006803, 'ppa': 0.3439101006644186, 'totalPPA': 41.61312218039465, 'successRate': 0.5454545454545454, 'explosiveness': 0.8672774696153744}, 'passingPlays': {'rate': 0.1564625850340136, 'ppa': 0.2987194180841, 'totalPPA': 6.870546615934301, 'successRate': 0.43478260869565216, 'explosiveness': 1.8935249948365764}}","{'plays': 106, 'drives': 20, 'ppa': -0.07900441286649691, 'totalPPA': -8.374467763848674, 'successRate': 0.3113207547169811, 'explosiveness': 1.5288427794559412, 'powerSuccess': 0.8, 'stuffRate': 0.22807017543859648, 'lineYards': 2.526315789473684, 'lineYardsTotal': 144, 'secondLevelYards': 0.8245614035087719, 'secondLevelYardsTotal': 47, 'openFieldYards': 0.631578947368421, 'openFieldYardsTotal': 0, 'totalOpportunies': 6, 'pointsPerOpportunity': 4, 'fieldPosition': {'averageStart': 68.7, 'averagePredictedPoints': -1.442}, 'havoc': {'total': 0.142, 'frontSeven': 0.047, 'db': 0.094}, 'standardDowns': {'rate': 0.6415094339622641, 'ppa': -0.1634931938150179, 'successRate': 0.36764705882352944, 'explosiveness': 1.2378589226865002}, 'passingDowns': {'rate': 0.3584905660377358, 'ppa': 0.07218603725190903, 'totalPPA': -2.0552939411513345, 'successRate': 0.21052631578947367, 'explosiveness': 2.438167331860444}, 'rushingPlays': {'rate': 0.5377358490566038, 'ppa': -0.0305613344098537, 'totalPPA': -1.7419960613616607, 'successRate': 0.3157894736842105, 'explosiveness': 1.1259334501829694}, 'passingPlays': {'rate': 0.42452830188679247, 'ppa': -0.04567319869225187, 'totalPPA': -2.0552939411513345, 'successRate': 0.3333333333333333, 'explosiveness': 2.0123339745835076}}"
2026,Akron,Mid-American,"{'plays': 141, 'drives': 22, 'ppa': 0.1576861186861234, 'totalPPA': 22.233742734743398, 'successRate': 0.524822695035461, 'explosiveness': 0.9553972675038448, 'powerSuccess': 0.7142857142857143, 'stuffRate': 0.1323529411764706, 'lineYards': 3.85, 'lineYardsTotal': 262, 'secondLevelYards': 1.6764705882352942, 'secondLevelYardsTotal': 114, 'openFieldYards': 1.1176470588235294, 'openFieldYardsTotal': 76, 'totalOpportunies': 12, 'pointsPerOpportunity': 5.166666666666667, 'fieldPosition': {'averageStart': 71.5, 'averagePredictedPoints': 1.304}, 'havoc': {'total': 0.156, 'frontSeven': 0.128, 'db': 0.028}, 'standardDowns': {'rate': 0.7446808510638298, 'ppa': 0.009137674862812915, 'successRate': 0.5523809523809524, 'explosiveness': 0.8118616203675151}, 'passingDowns': {'rate': 0.2553191489361702, 'ppa': 0.590952413170779, 'successRate': 0.4444444444444444, 'explosiveness': 1.47571398837304}, 'rushingPlays': {'rate': 0.48226950354609927, 'ppa': 0.15235509721385515, 'totalPPA': 10.36014661054215, 'successRate': 0.5735294117647058, 'explosiveness': 0.7440959457575848}, 'passingPlays': {'rate': 0.49645390070921985, 'ppa': 0.21847222583309742, 'totalPPA': 15.29305580831682, 'successRate': 0.5, 'explosiveness': 1.1908473117353917}}","{'plays': 119, 'drives': 22, 'ppa': 0.15982949172739025, 'totalPPA': 19.01970951555944, 'successRate': 0.36134453781512604, 'explosiveness': 1.5062647956317665, 'powerSuccess': 0.7142857142857143, 'stuffRate': 0.2692307692307692, 'lineYards': 2.175, 'lineYardsTotal': 113, 'secondLevelYards': 0.7115384615384616, 'secondLevelYardsTotal': 37, 'openFieldYards': 1.2884615384615385, 'openFieldYardsTotal': 0, 'totalOpportunies': 8, 'pointsPerOpportunity': 4.125, 'fieldPosition': {'averageStart': 71.2, 'averagePredictedPoints': -1.29}, 'havoc': {'total': 0.168, 'frontSeven': 0.101, 'db': 0.067}, 'standardDowns': {'rate': 0.6134453781512605, 'ppa': -0.07934881744396831, 'successRate': 0.3835616438356164, 'explosiveness': 1.1915927622566904}, 'passingDowns': {'rate': 0.3865546218487395, 'ppa': 0.5393950693254158, 'totalPPA': 35.547722984052626, 'successRate': 0.32608695652173914, 'explosiveness': 2.093652591265242}, 'rushingPlays': {'rate': 0.4369747899159664, 'ppa': -0.15739514300146432, 'totalPPA': -8.184547436076144, 'successRate': 0.34615384615384615, 'explosiveness': 0.7990905069560184}, 'passingPlays': {'rate': 0.5378151260504201, 'ppa': 0.5554331716258223, 'totalPPA': 35.547722984052626, 'successRate': 0.375, 'explosiveness': 2.090905580272453}}"
2026,Alabama,SEC,"{'plays': 143, 'drives': 23, 'ppa': 0.19238184082323534, 'totalPPA': 27.510603237722655, 'successRate': 0.5034965034965035, 'explosiveness': 1.1057735881546875, 'powerSuccess': 0.7272727272727273, 'stuffRate': 0.17857142857142858, 'lineYards': 3.1476190476190475, 'lineYardsTotal': 264, 'secondLevelYards': 1.1071428571428572, 'secondLevelYardsTotal': 93, 'openFieldYards': 0.8928571428571429, 'openFieldYardsTotal': 75, 'totalOpportunies': 16, 'pointsPerOpportunity': 4.875, 'fieldPosition': {'averageStart': 64.7, 'averagePredictedPoints': 1.753}, 'havoc': {'total': 0.168, 'frontSeven': 0.105, 'db': 0.063}, 'standardDowns': {'rate': 0.7622377622377622, 'ppa': 0.1791705277402098, 'successRate': 0.5412844036697247, 'explosiveness': 0.9060361046736508}, 'passingDowns': {'rate': 0.23776223776223776, 'ppa': 0.23473575629528787, 'successRate': 0.38235294117647056, 'explosiveness': 2.01227447472247}, 'rushingPlays': {'rate': 0.5874125874125874, 'ppa': 0.249011630261791, 'totalPPA': 20.916976941990445, 'successRate': 0.5476190476190477, 'explosiveness': 0.9711655293696784}, 'passingPlays': {'rate': 0.3986013986013986, 'ppa': 0.17601416634283612, 'totalPPA': 10.03280748154166, 'successRate': 0.45614035087719296, 'explosiveness': 1.34392630754355}}","{'plays': 108, 'drives': 24, 'ppa': -0.2874867496232187, 'totalPPA': -31.04856895930762, 'successRate': 0.28703703703703703, 'explosiveness': 1.1316133221653442, 'powerSuccess': 0.4, 'stuffRate': 0.2708333333333333, 'lineYards': 1.2354166666666666, 'lineYardsTotal': 59, 'secondLevelYards': 0.6041666666666666, 'secondLevelYardsTotal': 29, 'openFieldYards': 0.041666666666666664, 'openFieldYardsTotal': 0, 'totalOpportunies': 4, 'pointsPerOpportunity': 5, 'fieldPosition': {'averageStart': 73.9, 'averagePredictedPoints': -1.048}, 'havoc': {'total': 0.204, 'frontSeven': 0.139, 'db': 0.065}, 'standardDowns': {'rate': 0.6296296296296297, 'ppa': -0.28190174378904437, 'successRate': 0.3382352941176471, 'explosiveness': 0.8899526319353703}, 'passingDowns': {'rate': 0.37037037037037035, 'ppa': -0.29698125954131505, 'totalPPA': -7.2671963758753995, 'successRate': 0.2, 'explosiveness': 1.8263878065765184}, 'rushingPlays': {'rate': 0.4444444444444444, 'ppa': -0.4651689547419026, 'totalPPA': -22.32810982761133, 'successRate': 0.22916666666666666, 'explosiveness': 0.36974912017246997}, 'passingPlays': {'rate': 0.5185185185185185, 'ppa': -0.12977136385491783, 'totalPPA': -7.2671963758753995, 'successRate': 0.32142857142857145, 'explosiveness': 1.6021425768951931}}"
2026,App State,Sun Belt,"{'plays': 147, 'drives': 23, 'ppa': 0.39062474991387225, 'totalPPA': 57.421838237339216, 'successRate': 0.5170068027210885, 'explosiveness': 1.2754065166484962, 'powerSuccess': 0.8333333333333334, 'stuffRate': 0.2, 'lineYards': 2.87625, 'lineYardsTotal': 230, 'secondLevelYards': 1.35, 'secondLevelYardsTotal': 108, 'openFieldYards': 1.5875, 'openFieldYardsTotal': 127, 'totalOpportunies': 19, 'pointsPerOpportunity': 4.315789473684211, 'fieldPosition': {'averageStart': 68.7, 'averagePredictedPoints': 1.449}, 'havoc': {'total': 0.122, 'frontSeven': 0.116, 'db': 0.007}, 'standardDowns': {'rate': 0.6870748299319728, 'ppa': 0.23060264885692383, 'successRate': 0.5247524752475248, 'explosiveness': 1.0200626158215778}, 'passingDowns': {'rate': 0.3129251700680272, 'ppa': 0.7419776239736937, 'successRate': 0.5, 'explosiveness': 1.8638076794235694}, 'rushingPlays': {'rate': 0.54421768707483, 'ppa': 0.23415994556152683, 'totalPPA': 18.73279564492215, 'successRate': 0.4375, 'explosiveness': 1.2025741237527197}, 'passingPlays': {'rate': 0.42857142857142855, 'ppa': 0.6187526417154562, 'totalPPA': 38.98141642807374, 'successRate': 0.6190476190476191, 'explosiveness': 1.34879653125276}}","{'plays': 134, 'drives': 24, 'ppa': 0.08161372937303696, 'totalPPA': 10.936239735986952, 'successRate': 0.41044776119402987, 'explosiveness': 1.1852737956938326, 'powerSuccess': 0.6666666666666666, 'stuffRate': 0.23333333333333334, 'lineYards': 2.788333333333333, 'lineYardsTotal': 167, 'secondLevelYards': 0.9666666666666667, 'secondLevelYardsTotal': 58, 'openFieldYards': 1.0166666666666666, 'openFieldYardsTotal': 0, 'totalOpportunies': 10, 'pointsPerOpportunity': 2.7, 'fieldPosition': {'averageStart': 76.7, 'averagePredictedPoints': -0.86}, 'havoc': {'total': 0.194, 'frontSeven': 0.112, 'db': 0.082}, 'standardDowns': {'rate': 0.7238805970149254, 'ppa': 0.16309562535144892, 'successRate': 0.5051546391752577, 'explosiveness': 0.9745601260566013}, 'passingDowns': {'rate': 0.27611940298507465, 'ppa': -0.13200097089469168, 'totalPPA': 10.715568958906227, 'successRate': 0.16216216216216217, 'explosiveness': 2.9061020977312215}, 'rushingPlays': {'rate': 0.44776119402985076, 'ppa': 0.027594304685685394, 'totalPPA': 1.6556582811411236, 'successRate': 0.45, 'explosiveness': 0.7385578201795556}, 'passingPlays': {'rate': 0.5298507462686567, 'ppa': 0.150923506463468, 'totalPPA': 10.715568958906227, 'successRate': 0.38028169014084506, 'explosiveness': 1.6346761494624042}}"
2026,Arizona,Big 12,"{'plays': 137, 'drives': 23, 'ppa': 0.135802341014586, 'totalPPA': 18.60492071899828, 'successRate': 0.5182481751824818, 'explosiveness': 0.9553421091947132, 'powerSuccess': 0.9090909090909091, 'stuffRate': 0.09836065573770492, 'lineYards': 3.804918032786885, 'lineYardsTotal': 232, 'secondLevelYards': 1.459016393442623, 'secondLevelYardsTotal': 89, 'openFieldYards': 1.2131147540983607, 'openFieldYardsTotal': 74, 'totalOpportunies': 13, 'pointsPerOpportunity': 4, 'fieldPosition': {'averageStart': 68.7, 'averagePredictedPoints': 1.493}, 'havoc': {'total': 0.095, 'frontSeven': 0.066, 'db': 0.029}, 'standardDowns': {'rate': 0.708029197080292, 'ppa': -0.022242977204053594, 'successRate': 0.5670103092783505, 'explosiveness': 0.5896376755173984}, 'passingDowns': {'rate': 0.291970802919708, 'ppa': 0.519062237694787, 'successRate': 0.4, 'explosiveness': 2.2124510999604827}, 'rushingPlays': {'rate': 0.44525547445255476, 'ppa': 0.13392449450110325, 'totalPPA': 8.169394164567299, 'successRate': 0.5573770491803278, 'explosiveness': 0.5637249061105446}, 'passingPlays': {'rate': 0.5255474452554745, 'ppa': 0.18447262627507677, 'totalPPA': 13.282029091805526, 'successRate': 0.5, 'explosiveness': 1.2891147780401437}}","{'plays': 111, 'drives': 22, 'ppa': 0.03567998429037235, 'totalPPA': 3.960478256231331, 'successRate': 0.35135135135135137, 'explosiveness': 1.3875185132111152, 'powerSuccess': 1, 'stuffRate': 0.24444444444444444, 'lineYards': 2.8266666666666667, 'lineYardsTotal': 127, 'secondLevelYards': 1, 'secondLevelYardsTotal': 45, 'openFieldYards': 0.5333333333333333, 'openFieldYardsTotal': 0, 'totalOpportunies': 8, 'pointsPerOpportunity': 3.5, 'fieldPosition': {'averageStart': 75.7, 'averagePredictedPoints': -0.996}, 'havoc': {'total': 0.18, 'frontSeven': 0.117, 'db': 0.063}, 'standardDowns': {'rate': 0.5855855855855856, 'ppa': -0.1686945260312644, 'successRate': 0.4153846153846154, 'explosiveness': 1.0267233576959198}, 'passingDowns': {'rate': 0.4144144144144144, 'ppa': 0.32447005322311995, 'totalPPA': 1.926381509489747, 'successRate': 0.2608695652173913, 'explosiveness': 2.1993076131203044}, 'rushingPlays': {'rate': 0.40540540540540543, 'ppa': 0.09600415744190559, 'totalPPA': 4.3201870848857515, 'successRate': 0.37777777777777777, 'explosiveness': 0.9453650198650527}, 'passingPlays': {'rate': 0.5585585585585585, 'ppa': 0.031070669507899145, 'totalPPA': 1.926381509489747, 'successRate': 0.3225806451612903, 'explosiveness': 1.6868087232495148}}"
2026,Arizona State,Big 12,"{'plays': 135, 'drives': 26, 'ppa': 0.1879252063943186, 'totalPPA': 25.36990286323301, 'successRate': 0.4666666666666667, 'explosiveness': 1.4678876754625696, 'powerSuccess': 0.9, 'stuffRate': 0.1875, 'lineYards': 2.953125, 'lineYardsTotal': 189, 'secondLevelYards': 1.359375, 'secondLevelYardsTotal': 87, 'openFieldYards': 1.828125, 'openFieldYardsTotal': 117, 'totalOpportunies': 14, 'pointsPerOpportunity': 3.9285714285714284, 'fieldPosition': {'averageStart': 67.8, 'averagePredictedPoints': 1.54}, 'havoc': {'total': 0.163, 'frontSeven': 0.104, 'db': 0.059}, 'standardDowns': {'rate': 0.6814814814814815, 'ppa': -0.016543283228150484, 'successRate': 0.4891304347826087, 'explosiveness': 1.148419931446324}, 'passingDowns': {'rate': 0.31851851851851853, 'ppa': 0.6253926725633222, 'successRate': 0.4186046511627907, 'explosiveness': 2.2665570355031837}, 'rushingPlays': {'rate': 0.4740740740740741, 'ppa': 0.07092836076044066, 'totalPPA': 4.5394150886682025, 'successRate': 0.421875, 'explosiveness': 1.0495148454894423}, 'passingPlays': {'rate': 0.5185185185185185, 'ppa': 0.31022493268336215, 'totalPPA': 21.71574528783535, 'successRate': 0.5142857142857142, 'explosiveness': 1.781667297942415}}","{'plays': 114, 'drives': 25, 'ppa': -0.05455546027755559, 'totalPPA': -6.219322471641337, 'successRate': 0.34210526315789475, 'explosiveness': 1.0129971750114235, 'powerSuccess': 0.75, 'stuffRate': 0.16071428571428573, 'lineYards': 2.517857142857143, 'lineYardsTotal': 141, 'secondLevelYards': 0.6428571428571429, 'secondLevelYardsTotal': 36, 'openFieldYards': 0.75, 'openFieldYardsTotal': 0, 'totalOpportunies': 10, 'pointsPerOpportunity': 4.1, 'fieldPosition': {'averageStart': 66.9, 'averagePredictedPoints': -1.602}, 'havoc': {'total': 0.14, 'frontSeven': 0.07, 'db': 0.07}, 'standardDowns': {'rate': 0.6929824561403509, 'ppa': -0.036507828830401004, 'successRate': 0.43037974683544306, 'explosiveness': 0.9556416621635213}, 'passingDowns': {'rate': 0.30701754385964913, 'ppa': -0.09529154268684736, 'totalPPA': 6.3693617421265465, 'successRate': 0.14285714285714285, 'explosiveness': 1.4030146623771589}, 'rushingPlays': {'rate': 0.49122807017543857, 'ppa': -0.11185042918214659, 'totalPPA': -6.263624034200209, 'successRate': 0.375, 'explosiveness': 0.7975492348056753}, 'passingPlays': {'rate': 0.45614035087719296, 'ppa': 0.1224877258101259, 'totalPPA': 6.3693617421265465, 'successRate': 0.3269230769230769, 'explosiveness': 1.3213364704471156}}"
2026,Arkansas,SEC,"{'plays': 163, 'drives': 24, 'ppa': 0.027261653202592464, 'totalPPA': 4.443649472022572, 'successRate': 0.4233128834355828, 'explosiveness': 1.1170369441790664, 'powerSuccess': 0.75, 'stuffRate': 0.18571428571428572, 'lineYards': 2.732857142857143, 'lineYardsTotal': 191, 'secondLevelYards': 0.7571428571428571, 'secondLevelYardsTotal': 53, 'openFieldYards': 0.15714285714285714, 'openFieldYardsTotal': 11, 'totalOpportunies': 13, 'pointsPerOpportunity': 3.1538461538461537, 'fieldPosition': {'averageStart': 72, 'averagePredictedPoints': 1.212}, 'havoc': {'total': 0.19, 'frontSeven': 0.086, 'db': 0.104}, 'standardDowns': {'rate': 0.6073619631901841, 'ppa': -0.19641144694011362, 'successRate': 0.45454545454545453, 'explosiveness': 0.5657468917873132}, 'passingDowns': {'rate': 0.39263803680981596, 'ppa': 0.3732559799858409, 'successRate': 0.375, 'explosiveness': 2.150705792413604}, 'rushingPlays': {'rate': 0.4294478527607362, 'ppa': -0.09531483727074218, 'totalPPA': -6.6720386089519526, 'successRate': 0.38571428571428573, 'explosiveness': 0.46348362678694394}, 'passingPlays': {'rate': 0.5460122699386503, 'ppa': 0.13192835624907032, 'totalPPA': 11.741623706167257, 'successRate': 0.449438202247191, 'explosiveness': 1.5083092203504358}}","{'plays': 108, 'drives': 24, 'ppa': 0.13478066928783852, 'totalPPA': 14.55631228308656, 'successRate': 0.4074074074074074, 'explosiveness': 1.273058299449057, 'powerSuccess': 0.7142857142857143, 'stuffRate': 0.23076923076923078, 'lineYards': 2.8173076923076925, 'lineYardsTotal': 147, 'secondLevelYards': 1.0961538461538463, 'secondLevelYardsTotal': 57, 'openFieldYards': 0.25, 'openFieldYardsTotal': 0, 'totalOpportunies': 11, 'pointsPerOpportunity': 5.090909090909091, 'fieldPosition': {'averageStart': 66.2, 'averagePredictedPoints': -1.621}, 'havoc': {'total': 0.157, 'frontSeven': 0.111, 'db': 0.046}, 'standardDowns': {'rate': 0.7314814814814815, 'ppa': 0.15746304698541255, 'successRate': 0.4936708860759494, 'explosiveness': 1.1702813447814835}, 'passingDowns': {'rate': 0.26851851851851855, 'ppa': 0.07299074383582653, 'totalPPA': 6.945051134471526, 'successRate': 0.1724137931034483, 'explosiveness': 2.0747185458561304}, 'rushingPlays': {'rate': 0.48148148148148145, 'ppa': 0.1757976885236393, 'totalPPA': 9.141479803229243, 'successRate': 0.4230769230769231, 'explosiveness': 1.1398956998726628}, 'passingPlays': {'rate': 0.49074074074074076, 'ppa': 0.13103870065040615, 'totalPPA': 6.945051134471526, 'successRate': 0.39622641509433965, 'explosiveness': 1.4691120477578994}}"
2026,Arkansas State,Sun Belt,"{'plays': 118, 'drives': 20, 'ppa': 0.2677348692051451, 'totalPPA': 31.59271456620712, 'successRate': 0.559322033898305, 'explosiveness': 1.1459291087845072, 'powerSuccess': 0.7857142857142857, 'stuffRate': 0.12307692307692308, 'lineYards': 3.666153846153846, 'lineYardsTotal': 238, 'secondLevelYards': 1.3538461538461537, 'secondLevelYardsTotal': 88, 'openFieldYards': 1.4461538461538461, 'openFieldYardsTotal': 94, 'totalOpportunies': 13, 'pointsPerOpportunity': 4.230769230769231, 'fieldPosition': {'averageStart': 68, 'averagePredictedPoints': 1.55}, 'havoc': {'total': 0.136, 'frontSeven': 0.085, 'db': 0.051}, 'standardDowns': {'rate': 0.7711864406779662, 'ppa': 0.3440212630353117, 'successRate': 0.6153846153846154, 'explosiveness': 1.0825203723583074}, 'passingDowns': {'rate': 0.2288135593220339, 'ppa': 0.010621467777546422, 'successRate': 0.37037037037037035, 'explosiveness': 1.5010180327712257}, 'rushingPlays': {'rate': 0.5508474576271186, 'ppa': 0.3858428608088575, 'totalPPA': 25.079785952575737, 'successRate': 0.6153846153846154, 'explosiveness': 0.9317205934188642}, 'passingPlays': {'rate': 0.4152542372881356, 'ppa': 0.25388176098705967, 'totalPPA': 12.440206288365925, 'successRate': 0.5102040816326531, 'explosiveness': 1.4970644611304897}}","{'plays': 122, 'drives': 23, 'ppa': 0.18406227755671353, 'totalPPA': 22.45559786191905, 'successRate': 0.4426229508196721, 'explosiveness': 1.3669975298661934, 'powerSuccess': 0.75, 'stuffRate': 0.11267605633802817, 'lineYards': 3.388732394366197, 'lineYardsTotal': 241, 'secondLevelYards': 1.1830985915492958, 'secondLevelYardsTotal': 84, 'openFieldYards': 2.676056338028169, 'openFieldYardsTotal': 0, 'totalOpportunies': 9, 'pointsPerOpportunity': 3.111111111111111, 'fieldPosition': {'averageStart': 72.4, 'averagePredictedPoints': -1.182}, 'havoc': {'total': 0.139, 'frontSeven': 0.074, 'db': 0.066}, 'standardDowns': {'rate': 0.7213114754098361, 'ppa': 0.23474724885713882, 'successRate': 0.4772727272727273, 'explosiveness': 1.0612541993275175}, 'passingDowns': {'rate': 0.2786885245901639, 'ppa': 0.05287764595561276, 'totalPPA': 23.786222860681363, 'successRate': 0.35294117647058826, 'explosiveness': 2.4370991867515586}, 'rushingPlays': {'rate': 0.5819672131147541, 'ppa': 0.08852303286613791, 'totalPPA': 6.285135333495791, 'successRate': 0.4507042253521127, 'explosiveness': 1.066569972268046}, 'passingPlays': {'rate': 0.38524590163934425, 'ppa': 0.5060898480996034, 'totalPPA': 23.786222860681363, 'successRate': 0.44680851063829785, 'explosiveness': 1.885413165539871}}"
2026,Army,American Athletic,"{'plays': 136, 'drives': 21, 'ppa': 0.4233058887319205, 'totalPPA': 57.56960086754118, 'successRate': 0.5882352941176471, 'explosiveness': 1.023133708359731, 'powerSuccess': 0.9090909090909091, 'stuffRate': 0.10185185185185185, 'lineYards': 4.018518518518518, 'lineYardsTotal': 434, 'secondLevelYards': 1.5833333333333333, 'secondLevelYardsTotal': 171, 'openFieldYards': 2.388888888888889, 'openFieldYardsTotal': 258, 'totalOpportunies': 15, 'pointsPerOpportunity': 5.066666666666666, 'fieldPosition': {'averageStart': 68, 'averagePredictedPoints': 1.586}, 'havoc': {'total': 0.051, 'frontSeven': 0.051, 'db': 0}, 'standardDowns': {'rate': 0.8088235294117647, 'ppa': 0.40709700690940875, 'successRate': 0.6545454545454545, 'explosiveness': 0.8907037998551919}, 'passingDowns': {'rate': 0.19117647058823528, 'ppa': 0.4918819272117776, 'successRate': 0.3076923076923077, 'explosiveness': 2.2150028849005823}, 'rushingPlays': {'rate': 0.7941176470588235, 'ppa': 0.44185265696465303, 'totalPPA': 47.72008695218253, 'successRate': 0.6111111111111112, 'explosiveness': 0.9769166586917698}, 'passingPlays': {'rate': 0.17647058823529413, 'ppa': 0.3531625867926759, 'totalPPA': 8.475902083024222, 'successRate': 0.5416666666666666, 'explosiveness': 1.1592920371933864}}","{'plays': 110, 'drives': 21, 'ppa': 0.11239304090960231, 'totalPPA': 12.363234500056254, 'successRate': 0.41818181818181815, 'explosiveness': 1.1406168896883957, 'powerSuccess': 0.8, 'stuffRate': 0.2222222222222222, 'lineYards': 2.7444444444444445, 'lineYardsTotal': 148, 'secondLevelYards': 1.0185185185185186, 'secondLevelYardsTotal': 55, 'openFieldYards': 0.5740740740740741, 'openFieldYardsTotal': 0, 'totalOpportunies': 7, 'pointsPerOpportunity': 4.428571428571429, 'fieldPosition': {'averageStart': 75.6, 'averagePredictedPoints': -0.948}, 'havoc': {'total': 0.155, 'frontSeven': 0.082, 'db': 0.073}, 'standardDowns': {'rate': 0.6636363636363637, 'ppa': 0.07370926720864882, 'successRate': 0.4794520547945205, 'explosiveness': 0.9243661991455221}, 'passingDowns': {'rate': 0.33636363636363636, 'ppa': 0.18871508091418623, 'totalPPA': 7.521571778444877, 'successRate': 0.2972972972972973, 'explosiveness': 1.828687268688448}, 'rushingPlays': {'rate': 0.4909090909090909, 'ppa': 0.10224957662130092, 'totalPPA': 5.521477137550249, 'successRate': 0.4444444444444444, 'explosiveness': 0.9845030479623059}, 'passingPlays': {'rate': 0.4909090909090909, 'ppa': 0.13928836626749772, 'totalPPA': 7.521571778444877, 'successRate': 0.4074074074074074, 'explosiveness': 1.3109228988441302}}"
2026,Auburn,SEC,"{'plays': 160, 'drives': 24, 'ppa': 0.13506010712021754, 'totalPPA': 21.609617139234807, 'successRate': 0.45625, 'explosiveness': 1.1762728788342502, 'powerSuccess': 0.7777777777777778, 'stuffRate': 0.16666666666666666, 'lineYards': 3.4654761904761906, 'lineYardsTotal': 291, 'secondLevelYards': 1.2976190476190477, 'secondLevelYardsTotal': 109, 'openFieldYards': 1.5238095238095237, 'openFieldYardsTotal': 128, 'totalOpportunies': 16, 'pointsPerOpportunity': 3.1875, 'fieldPosition': {'averageStart': 70.3, 'averagePredictedPoints': 1.427}, 'havoc': {'total': 0.156, 'frontSeven': 0.106, 'db': 0.05}, 'standardDowns': {'rate': 0.71875, 'ppa': 0.028638079872942927, 'successRate': 0.4956521739130435, 'explosiveness': 0.9256947682492129}, 'passingDowns': {'rate': 0.28125, 'ppa': 0.4070275100854749, 'successRate': 0.35555555555555557, 'explosiveness': 2.068957397793446}, 'rushingPlays': {'rate': 0.525, 'ppa': 0.23101719536800502, 'totalPPA': 19.405444410912423, 'successRate': 0.5, 'explosiveness': 1.0115508047387918}, 'passingPlays': {'rate': 0.45625, 'ppa': 0.12503816023135073, 'totalPPA': 9.127785696888603, 'successRate': 0.410958904109589, 'explosiveness': 1.409220175446612}}","{'plays': 161, 'drives': 24, 'ppa': -0.09380269301557859, 'totalPPA': -15.102233575508151, 'successRate': 0.37267080745341613, 'explosiveness': 1.0994859841769764, 'powerSuccess': 0.5, 'stuffRate': 0.1875, 'lineYards': 2.3328125, 'lineYardsTotal': 149, 'secondLevelYards': 0.40625, 'secondLevelYardsTotal': 26, 'openFieldYards': 0.03125, 'openFieldYardsTotal': 0, 'totalOpportunies': 8, 'pointsPerOpportunity': 3, 'fieldPosition': {'averageStart': 77.9, 'averagePredictedPoints': -0.845}, 'havoc': {'total': 0.193, 'frontSeven': 0.099, 'db': 0.093}, 'standardDowns': {'rate': 0.7267080745341615, 'ppa': -0.18642248422172247, 'successRate': 0.41025641025641024, 'explosiveness': 0.8323966808253329}, 'passingDowns': {'rate': 0.2732919254658385, 'ppa': 0.15248175178257675, 'totalPPA': 8.271161044096027, 'successRate': 0.2727272727272727, 'explosiveness': 2.16784319758355}, 'rushingPlays': {'rate': 0.39751552795031053, 'ppa': -0.24647430995706865, 'totalPPA': -15.774355837252394, 'successRate': 0.359375, 'explosiveness': 0.488297302745522}, 'passingPlays': {'rate': 0.5590062111801242, 'ppa': 0.09190178937884474, 'totalPPA': 8.271161044096027, 'successRate': 0.4, 'explosiveness': 1.517511081721033}}"
