week,season,game_id,date,status,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,point_differential,winner,away_totalPointsPerGame,away_yardsPerGame,away_passingYardsPerGame,away_rushingYardsPerGame,away_totalPointsPerGameAllowed,away_yardsPerGameAllowed,away_passingYardsPerGameAllowed,away_rushingYardsPerGameAllowed,home_totalPointsPerGame,home_yardsPerGame,home_passingYardsPerGame,home_rushingYardsPerGame,home_totalPointsPerGameAllowed,home_yardsPerGameAllowed,home_passingYardsPerGameAllowed,home_rushingYardsPerGameAllowed,attendance,venue,venue_city,venue_state
12,2026,401873079,2026-11-26T01:00Z,Scheduled,Green Bay Packers,GB,0,Los Angeles Rams,LAR,0,0,TIE,22.0,453.0,387.0,66.0,39.0,258.0,151.0,107.0,7.0,290.0,168.0,122.0,27.0,379.0,205.0,174.0,,SoFi Stadium,Inglewood,CA
12,2026,401873081,2026-11-26T18:00Z,Scheduled,Chicago Bears,CHI,0,Detroit Lions,DET,0,0,TIE,59.0,560.0,269.0,291.0,37.0,486.0,361.0,125.0,31.0,371.0,206.0,165.0,30.0,501.0,410.0,91.0,,Ford Field,Detroit,MI
12,2026,401873080,2026-11-26T21:30Z,Scheduled,Philadelphia Eagles,PHI,0,Dallas Cowboys,DAL,0,0,TIE,24.0,339.0,203.0,136.0,22.0,296.0,164.0,132.0,20.0,244.0,175.0,69.0,28.0,395.0,230.0,165.0,,AT&T Stadium,Arlington,TX
12,2026,401873082,2026-11-27T01:20Z,Scheduled,Kansas City Chiefs,KC,0,Buffalo Bills,BUF,0,0,TIE,31.0,392.0,172.0,220.0,10.0,192.0,131.0,61.0,36.0,420.0,334.0,86.0,31.0,398.0,274.0,124.0,,Highmark Stadium,Orchard Park,NY
12,2026,401873083,2026-11-27T20:00Z,Scheduled,Denver Broncos,DEN,0,Pittsburgh Steelers,PIT,0,0,TIE,10.0,192.0,131.0,61.0,31.0,392.0,172.0,220.0,20.0,279.0,221.0,58.0,13.0,263.0,143.0,120.0,,Acrisure Stadium,Pittsburgh,PA
12,2026,401873087,2026-11-29T18:00Z,Scheduled,New Orleans Saints,NO,0,Cincinnati Bengals,CIN,0,0,TIE,30.0,501.0,410.0,91.0,31.0,371.0,206.0,165.0,33.0,360.0,254.0,106.0,27.0,305.0,216.0,89.0,,Paycor Stadium,Cincinnati,OH
12,2026,401873086,2026-11-29T18:00Z,Scheduled,Las Vegas Raiders,LV,0,Cleveland Browns,CLE,0,0,TIE,27.0,290.0,160.0,130.0,13.0,259.0,185.0,74.0,10.0,292.0,205.0,87.0,34.0,371.0,245.0,126.0,,Huntington Bank Field,Cleveland,OH
12,2026,401873088,2026-11-29T18:00Z,Scheduled,New York Giants,NYG,0,Indianapolis Colts,IND,0,0,TIE,28.0,395.0,230.0,165.0,20.0,244.0,175.0,69.0,23.0,268.0,166.0,102.0,41.0,526.0,324.0,202.0,,Lucas Oil Stadium,Indianapolis,IN
12,2026,401873089,2026-11-29T18:00Z,Scheduled,New York Jets,NYJ,0,Miami Dolphins,MIA,0,0,TIE,23.0,367.0,215.0,152.0,10.0,208.0,140.0,68.0,13.0,259.0,185.0,74.0,27.0,290.0,160.0,130.0,,Hard Rock Stadium,Miami Gardens,FL
12,2026,401873084,2026-11-29T18:00Z,Scheduled,Atlanta Falcons,ATL,0,Minnesota Vikings,MIN,0,0,TIE,13.0,263.0,143.0,120.0,20.0,279.0,221.0,58.0,39.0,258.0,151.0,107.0,22.0,453.0,387.0,66.0,,U.S. Bank Stadium,Minneapolis,MN
12,2026,401873085,2026-11-29T18:00Z,Scheduled,Baltimore Ravens,BAL,0,Houston Texans,HOU,0,0,TIE,41.0,526.0,324.0,202.0,23.0,268.0,166.0,102.0,31.0,398.0,274.0,124.0,36.0,420.0,334.0,86.0,,Reliant Stadium,Houston,TX
12,2026,401873090,2026-11-29T21:05Z,Scheduled,Tennessee Titans,TEN,0,Jacksonville Jaguars,JAX,0,0,TIE,10.0,208.0,140.0,68.0,23.0,367.0,215.0,152.0,34.0,371.0,245.0,126.0,10.0,292.0,205.0,87.0,,EverBank Stadium,Jacksonville,FL
12,2026,401873092,2026-11-29T21:25Z,Scheduled,Washington Commanders,WSH,0,Arizona Cardinals,ARI,0,0,TIE,22.0,296.0,164.0,132.0,24.0,339.0,203.0,136.0,26.0,393.0,277.0,116.0,14.0,290.0,209.0,81.0,,State Farm Stadium,Glendale,AZ
12,2026,401873091,2026-11-29T21:25Z,Scheduled,Seattle Seahawks,SEA,0,San Francisco 49ers,SF,0,0,TIE,13.0,297.0,200.0,97.0,10.0,287.0,178.0,109.0,27.0,379.0,205.0,174.0,7.0,290.0,168.0,122.0,,Levi's Stadium,Santa Clara,CA
12,2026,401873093,2026-11-30T01:20Z,Scheduled,New England Patriots,NE,0,Los Angeles Chargers,LAC,0,0,TIE,10.0,287.0,178.0,109.0,13.0,297.0,200.0,97.0,14.0,290.0,209.0,81.0,26.0,393.0,277.0,116.0,,SoFi Stadium,Inglewood,CA
12,2026,401873094,2026-12-01T01:15Z,Scheduled,Carolina Panthers,CAR,0,Tampa Bay Buccaneers,TB,0,0,TIE,37.0,486.0,361.0,125.0,59.0,560.0,269.0,291.0,27.0,305.0,216.0,89.0,33.0,360.0,254.0,106.0,,Raymond James Stadium,Tampa,FL
