season,week,home_team,home_id,home_conference,home_points,home_pregame_elo,home_postgame_elo,away_team,away_id,away_conference,away_points,away_pregame_elo,away_postgame_elo,conference_game,margin
2018,1,Massachusetts,113,FBS Independents,63,,,Duquesne,2184,NEC,15,,,0,48
2018,1,Jacksonville State,55,OVC,17,,,North Carolina A&T,2448,MEAC,20,,,0,-3
2018,1,Rice,242,Conference USA,31,,,Prairie View A&M,2504,SWAC,28,,,0,3
2018,1,Colorado State,36,Mountain West,34,1529.0,1482.0,Hawai'i,62,Mountain West,43,1217.0,1264.0,1,-9
2018,1,New Mexico State,166,FBS Independents,7,1339.0,1304.0,Wyoming,2751,Mountain West,29,1537.0,1572.0,0,-22
2018,1,Wagner,2681,NEC,40,,,Bowie State,2075,CIAA,23,,,0,17
2018,1,Chattanooga,236,Southern,34,,,Tennessee Tech,2635,OVC,10,,,0,24
2018,1,UConn,41,American Athletic,17,1241.0,1189.0,UCF,2116,American Athletic,56,1728.0,1780.0,1,-39
2018,1,Georgia State,2247,Sun Belt,24,,,Kennesaw State,338,Big South,20,,,0,4
2018,1,Ball State,2050,Mid-American,42,,,Central Connecticut,2115,NEC,6,,,0,36
2018,1,Indiana State,282,MVFC,49,,,Quincy,2825,Great Lakes,0,,,0,49
2018,1,Maine,311,CAA,35,,,New Hampshire,160,CAA,7,,,1,28
2018,1,Minnesota,135,Big Ten,48,1499.0,1582.0,New Mexico State,166,FBS Independents,10,1304.0,1221.0,0,38
2018,1,Delaware,48,CAA,19,,,Rhode Island,227,CAA,21,,,1,-2
2018,1,Campbell,2097,Big South,49,,,Chowan,2804,CIAA,26,,,0,23
2018,1,Murray State,93,OVC,10,,,Southern Illinois,79,MVFC,49,,,0,-39
2018,1,Eastern Kentucky,2198,OVC,49,,,Morehead State,2413,Pioneer,23,,,0,26
2018,1,Samford,2535,Southern,66,,,Shorter,2560,Gulf South,9,,,0,57
2018,1,North Dakota,155,FCS Independents,35,,,Mississippi Valley State,2400,SWAC,7,,,0,28
2018,1,Utah,254,Pac-12,41,,,Weber State,2692,Big Sky,10,,,0,31
2018,1,Tulane,2655,American Athletic,17,1390.0,1393.0,Wake Forest,154,ACC,23,1591.0,1588.0,0,-6
2018,1,Purdue,2509,Big Ten,27,1555.0,1557.0,Northwestern,77,Big Ten,31,1691.0,1689.0,1,-4
2018,1,Oklahoma State,197,Big 12,58,,,Missouri State,2623,MVFC,17,,,0,41
2018,1,UAB,5,Conference USA,52,,,Savannah St,2542,MEAC,0,,,0,52
2018,1,UL Monroe,2433,Sun Belt,34,,,SE Louisiana,2545,Southland,31,,,0,3
2018,1,Texas A&M,245,SEC,59,,,Northwestern State,2466,Southland,7,,,0,52
2018,1,Montana State,147,Big Sky,26,,,Western Illinois,2710,MVFC,23,,,0,3
2018,1,San José State,23,Mountain West,38,,,UC Davis,302,Big Sky,44,,,0,-6
2018,1,Western Michigan,2711,Mid-American,42,1553.0,1502.0,Syracuse,183,ACC,55,1341.0,1392.0,0,-13
2018,1,Eastern Michigan,2199,Mid-American,51,,,Monmouth,2405,Big South,17,,,0,34
2018,1,Duke,150,ACC,34,1594.0,1633.0,Army,349,FBS Independents,14,1522.0,1483.0,0,20
2018,1,Michigan State,127,Big Ten,38,1623.0,1624.0,Utah State,328,Mountain West,31,1475.0,1474.0,0,7
2018,1,Idaho State,304,Big Sky,45,,,Western Colorado,2714,Rocky Mountain,10,,,0,35
2018,1,Stanford,24,Pac-12,31,1757.0,1789.0,San Diego State,21,Mountain West,10,1584.0,1552.0,0,21
2018,1,Wisconsin,275,Big Ten,34,1852.0,1887.0,Western Kentucky,98,Conference USA,3,1436.0,1401.0,0,31
2018,1,Nevada,2440,Mountain West,72,,,Portland State,2502,Big Sky,19,,,0,53
2018,1,Colorado State,36,Mountain West,13,1482.0,1401.0,Colorado,38,Pac-12,45,1495.0,1576.0,0,-32
2018,1,Rutgers,164,Big Ten,35,1231.0,1292.0,Texas State,326,Sun Belt,7,1131.0,1070.0,0,28
2018,1,NC State,152,ACC,24,1632.0,1640.0,James Madison,256,CAA,13,1474.0,1466.0,0,11
